sentence1,label
Bhai pc banabo apnader kase component na takle order kora jai,2
Bajet 20000 kon phonta nibo vai,2
Bro apni hindo meyeke biye korechen kno apni ekjon moslim hoye apni jodi hindo meyetike islam dormo grohon koraten tahole eti hoto ekti uttom kaj R ekhon ja korechen ta holo Ekti nindonio kaj,1
Vai phone ta amay diye den   samzone,0
Predator helios neo 16 i5 13500hx rtx 4050 er review ta dile onek hoto,2
Vai apnare taka dibo india theika anai den na,0
Camera ta mon moto hoy nai,1
Faizaapuboleche code awesome hoise,0
Mobail ta motamuti onek valo. Giveway pailea aaro valo lagbea,0
Frist comment bhai ektah ask cilo bhai 36 k baget er moddhe best camera wala mobile konta hobe?,3
Tashar vai xiaomi 12x exchange kore ki phone nite pari? plz suggested me,2
Amr basa rajshahi er puthia te,2
Dada boudi ekhon ekdom 12ta beje geche,1
Apnara youtuber ra paren o. Pls see camon 20 pro 24990 8256 zero bezel amoled with 120hz amoled indisplay fingerprint,3
Apu tumr pink bag ta koi takha nawa,2
Bhaiya microsoft er surface duo 2 ta review diyen,2
Apu makeup a tomake onek manaise,0
Huawei p10 bebohar korchilam osthir level er ekta phone chilo,0
Rs fahim chowdhury er kichu takay ache r ache bosti fan base,1
Tobe dada ekta byapar kintu sob sese thekei jai. Paise hotel er j uddesso ba jara paise hotel er original target customer chilo ek kale tar ki akhon r paise hotel er dhar gheste pare?,2
Noakhali gurta jan plz onak balo lagba,0
Vai honor x 50 ta global version ta ki ashbe bangladesh e ei niye ekta review kore diben pls,2
Khub valo laglo class ta ami hsc batch 2023,0
"Voice ta darun sob somoy, love from khulna",0
Khub sundor laglo dada,0
Price ta onek besi,1
Bah onek sundor Mashaallah,0
English ��st niye koiro,0
Apu kather khunti use koieren,2
Bhai green line er somadan den,2
Vaiya puroniti o susason class niben na,2
Vai ami say 18 thake nova 3i chalaitece kono problem nai,2
Apnake jerokom sundor kore gono texture diyese ami j kelam apnar video dekhe amdr ta kn patla diyese,3
"Bhaiyya yamete kudasai sound effect maybe cool but family r samne na ,ami apndr shob video loud speaker e shuni family r sathe khabar smy. Etu din jantam kono vulgarity nai apnader video t butttttttttttttttt,jaihok apndr ekta regular viewer harailen not only me but also onk e jara amr moto ondho fan apnader tara sby hyto cmnt krbe na ,quality fall krchen din din shameeee",3
Bhaiya 1189 peyechi shob sub e a plus amar clg list ta kemon kore banano uchit hobe?,2
"Apuu uttora te akbar review diyen plzz and i love your vidio so so much,. Aro vidio ar oppekhai thakbo",0
Stickers gula koi pawa jai,2
accha keu ki bolte parben kader moderna r kader sinofarm  vaccine deya hosce,2
Abaro onek age eshe porlam,2
Vai first hoilo uiu r video krlen bracu niye ? _ uiu niye o koren cole asen amder campus a,2
Eta na nia 2nd hand laptop nile kemon hobe?,2
Amader paray tmy dekhe darun lglo dada. College street e brbr aso brbr dekhte valo lge,0
Vai giveway er result kobe diben,2
Komer modde best e mone hoitese,0
"Ageu onek baar rakib bhayer kotha bolechi, kintu kunu answer paini",1
Infinix note 30 vip reviws chai,0
Sobar jonno vaccine er besbostha korunChoto choto bebsha sob destroy hoye jaccheLockdown e joto koto takar khoti hoy ta diye 18 koti manusher vaccine hoye jabe,0
Vai 2nd je yerbutta dekhalen oi tar review chai oita sundor,2
Bai archar ki ekon kele na,2
Bangladesh find some bowlers dasun shanaka saying,2
Alhamdulillha onk valo xm dici90 common cilo,0
"Bahai, etotao bali noi jebhabe apni bolchen, over priced restaurant!",3
Advance congratulations for 3 million.,0
Processor ar dam o base 21500 hoa dorkar celo,3
Vai arektu age upload korten kine fellam,3
Assalamualaikum sir kivabe course ta kivabe nete pari please bolen ami aii course nete chai,2
Vai wave fanction er ekta video chai,2
Dressing sense bolte ekta jinish thake manusher moddhe apnr ta mone hoy pore gese kothao,1
Pdf kivabe pabo apu ami live class korte pai ni,2
Onak mojar akta natok chilo,0
Allhamdulilah onek valo lagce cls ta,0
Bhai faiza onek mota hoisen. Should take care of health inshaallah,3
Potombar je barite asbe tar vuter voye hatfel nisoi hobe,3
Areeh waah khabar kheye bollen nakimera dil jis restaurant ke khane pe fida hai woh dilruba hai,0
"Besh laglo ajker video ta and apnaar bts ta uuff ki bolbo! acting career ta niye aktu bhabun, as a comedy actor apni toh phatiye deben dekhchi",0
Immortal im 300 review den bhai. Shodur india theke ante chaisilam,2
Shodo iftar r sehri niye besto thakar jonno romjan ashe ni. Romjan esheche hedayater jonno,2
Vaire vai kasra bosti collection,1
Vanga phone diye apner video dekhi new phone newar mani nai kintu asa onek insha allah ekdin nibo,0
Vai realme gt neo 5 se aita ki bangladesh a ashbe?,2
Oshadharon video bhaieya Onek opekhhay r por ey vlog dekhe vhalo laglo,0
Sir course ta suru hobe kobe theke ar kivabe vorti hobo?,2
Aamar phone og ache pocox3pro,2
"Fast comment bhaiya, bic fane",0
Bhai blazer gula khub e gorgeous,0
Ami tomake amar friend der kache valo shajanor chesta kori Kintu tokhon tmi aro beshi bhalo hoye jao,0
Inshaallah 1m subscribers complete hoye jabe,0
Pregnant howya obosthay vaccine Nile babyr koto tuku savty ase,2
Tmi to miya ovhinoy e shera,0
22w volt ta koto? jekhono 5 volt use kora jabe,2
Inshallah 1m subscriber complete hoye jabe,0
Tui mone hoy khasni konodin,1
Thai get lagano jaibo,1
1st view plz reply but onek deri kore upload korlen love you,3
Vaya jodi kono borgokhatrar korno diya otikromkari okkar sapakka jorotar vramok nirnoi korta bola tahola kivaba korbo,2
2023 takar niche kisu thakle janan,2
Afghanistan ichha koira harse,2
Baje phone 1 er review r na dewai valo onk asha niye kinechilam display chole gece,1
Sms gadget theke ami phone ta paice asole tarar eid er jamelar jonno dite late hoyece sorry for everything. Love from sms gadget,3
950 taka diye akta icecream khaile sei rate amr ghum asbe naa,1
Eto choto vlog kno faiza apu?,1
Bhai cur abr talar cabi churi korar jonno ashbe because upnar eii video ta dekhe cur sabdhan hoye jabe r talar cabi khujar preparation nibe. R hoyto cur upnar eiii video ta subscribe kore rakhbe. Karon upnar eiii video ta dekhe cur onek sabdhan thake r knowledge o acchive korbe,3
"Kemon jani josh pai na episode gula dekhe, tobu ow er show, tai dekhi",3
"Kothay kothay jayga jayga koren kn bore lage, ek word dorker chara ek word bias hoye use koren kn",1
Khub valo laglo,0
I think ei price e eta value for money nah er theke mi er monitor better jetar proce 9k,3
Madrasahr jonno ki ai live fellow kora jaby,2
Amar kup valo hoiche mam,0
Chef comment on that shob to ami diye dici tarpore kharap kmne hoy was the best epic comment ever,3
3 jon priyo manus akshate,0
Ather ali khan othoba tonmoi hole valo hoto,3
Bangladeshi varient e ki exynos thakbe ?,2
Bhaiya molecular orbital theory and humo lumo transition niye video chai,2
Sam vai tmr vedio gulo onek kajer,0
Deshi brand na bideshi brand bujhi na bujhi na. Bujhi aki price a konta best. Lg oled vs vison oled youtube a ache ki? mone hoy na na thakly vai bose bose banan apni hben one and only youtube bar j kina lg vs vison compare kore,1
Sakib vaiya kivbe ebi a vorti hbo,2
Hridoy banglades ar ager aftab,0
Amio eta try korbu,0
Samsung m34 er video cai,2
Kalaka eid sobay ka eid mubarak,0
Amar graphics card gt 650 2 gb akhon ai graphic card amar ta theke vhalo hbe?,2
"I really dont wanna judge,but please fix in one accent,its weird to listen your mix language,bro try to stick on your own pronunciation even. Jaipur banglay joypur,oita bolle j apnar pronunciation e pressure kom pore eta apni nije video dekhle bujhben,whatever,this is really absurd",2
Best phone in 2023 under 19000. Xanonx20 xtraordinaryinnovationwithin wantonmobile samzone,0
Vaiya meizu 20 pro nie jodi review diten,2
Khub sundor hoece video ta,0
50k maje kon phone kina thik hobe akon,2
Barishal mcq onkk khrap hoica,2
Annanya vaike ajke dekhlam soinik club e rickshaw diye jaache kochukhet or mirpur 14 er dike,2
Vaia cse students der jonno eita kemon hobe?,2
Koto din dhore apnar video dekhi jodio mobile kina hoi nai,2
Pc builder bangladesh sohag360 jubayer talukdar unader kew dekhte chai next episode gulu te,2
Amrao giyechilam 1 mont age valoi lagca anithing valoi chilo,0
Video export thikthak hoy nai. Blank screen ashche koyekbar,1
"Mainly delhi mordan area is noida,aerocity and gurugram",2
Khatta mithar doi fuchka ta try korben apu,2
Desi brand valo kaj kose sune valo lage,0
Vaiya huawei mate view se ekta review korun. Budget er modhe ei monitor ti kemon hobe? r kader jonno ei monitor ti?,2
HIV positive thakleo vaccine nea jabe,0
Apu tumra soriatpur kothay thako amader soriatpur noria thaki amne dhaka thaki reply plz,2
Babu anek anek bhalo Theko,0
Alhamdulillah class ta kore onk onk upokrito holam,0
Eitir display amazing abomg blood pressure er bpr ta osadharon,0
Apnr. Hase gola sei lage vai,0
Amder sylhet board e ektao common ase nai,1
Spin e durbol bangladesh,1
Mobile review deklam na advertise deklam,1
Ar matro 26k subscribe holei hoye jbe,2
Vi onek toh holo desktop computer neyi kotha akhon aktu amader jonno laptop neyi kichu kotha bolen please ai market ay kub e confused amra konta nebo konta nebo na,2
Ai tab ami school thika paise,2
Consoleps4 e ei dram chara ssd gulo use korle kono performance issue pabo kina?,2
Dhaka bord kisoi kmn kore nai,1
Pdf ta passi na keno? sob information dilam tobo o asche na!,3
"Waiting , ei content amar personally onek priyo ..",0
Apnader ki shp ase naki?,2
Enjoy korlam. Ei street food combo gulo heby lage,0
Amar comment er ai porjonto reply painai. Last akta request korbo. Xiaomi civi 3 niye akta review den,3
Bag er link den age to bag kini pore tala,3
Chamoch diye bhat khete valo lage? honestly janaben,1
Pixel er pronunciation hoi nai to,1
Joos celo Next episode wating,0
Yoo yoo....frst haha react marchi Damn eto e baje content,1
"Ekdom faltu video make koreche,sdhu khaicho ei vdo upld dewar ki dorkar",1
2mp er dudhvath shooter,3
Tere liyee. Veer zaara. Just awesome space awesome songs learning space man haha,1
"Vi ami nita chii, but ami india thake",2
jara bujena tader bujaber o dorkar ny koyjon manuske Allah ay sob korer jonnoy rakhe.tader kotha suner dorker ny Je valobasbe se amnity valobasbe.,0
Etar price aro kom howa uchit,1
Onk din dhore facebook page khular try kortesi khultese na. Ami bahbsi amr mobile a problem kintu dekhi kono mobile ba kono id diye o khula jacche naa. Amn ta keno hocce ektu bolen pls. Facebook lite theke page khula jay kintu thik bhabe khola hoy na follow er jayagay action botton likha thake. Follow option on kora jay naa. Vaiya pls help korun,2
phone ta amar lagbei,2
Last moment ta dekhar moto chilo,0
Bhaiya admission er course gula ektu details a janaben please ami apnader sathe contact korar try korsi but temon kichu jante pari nai,3
Ai gula faul kotha. student der voi dakhai tika dawar bebostha kora hocchy tarpor net problem submit kora jacchy na. Akhon Ami jeta korbo seta holo (no registration no tika ) jokhon exam dita diba na tokhon dakha jabe,1
Ami huaway y7 use kortesi,2
Amr exam onk kharap hoyece amar matro 18 ta hoice,3
Vai oppo find x6 pro naki xaumi 13 ultra valo hibe sobkicu miliye,2
Apu kal tumake onek nice lagchelo mashallah bolsi tai hoyto tumar nojor lagse apu ai jonno amon hoise tumar,0
Vaiya apnar ai ganji ta koi pabo,2
Xanonx20 xtraordinarylnnovationwithin waltonmobail samzone love from noakhali,0
Sir big fan ii sir main youtube par video upload karta hu laeken kuch din se jab main video upload karta hu tab title description tags laga dene ke bad public karta hu tabhi video black ho jata hai aur video show nahi karta hai video ke jaga black ho jata hai aur audio chalta hai sir kiya karu please please reply,0
Video ta gorom er shurute deya uchit cilo apner ! ekhon diye r ki fayda bolun ! dhonnobad!,3
"J vab sab niye ber hoilen basa theke, vablm prado land cruiser daray ace. Pore dekhii cng",1
Exam a to penalty nai naile boss messir moto golden a niye astam,0
Apnar video khub valo lage sam bhai. Khub shigroi 3m subscribers hote coloche. Congratulations sam bhai. Love from munshiganj,0
Monitor niye vidio den under 12k,2
Hello! bro. Galaxy s23 ultra er price koto?,2
Xanonz20 love u sam vaia form tangail,0
Tomake dile accident korbe kara? Ei odhikar tao kere nite chao? Deshe shanti moto accident o korte dibana?,1
Bangladesh 2023 bisso cup jita chad joy korar soman,1
Vai mobile tar price ar ektu komanu jai na,2
Price anek tai beshiii,2
Tor theke hero Alam onek better,1
Vai glossy monitor niye ekta video dile valo hoy,2
Tore dekhte pura abal er moto lage hala,1
"Genshin impact khelien na kokhono, storage er jonno boltisi na ,onno reason",1
3 million waltonmobile xanonx20 xtraordinaryinnovationwithin samzone,2
Vhiya. Bairer desh theke ki vabe bangladesh e jinis order kore anbo ai niye akta video diyen,2
Apnar review sune tahole neelachal theke macher kochuri order korbo. Ami swiggy theke oder fish batter fry order korechilam koek mash age. Khub i baje chilo. Bt macher kochuri ta try korbo,0
Deshe kukurer bedeshi vab,1
Boat 161 use korchi 2 mash holo. 999 rs. Diye kinechilam bangladesh a agular daam oti matrai besi ja diye premium quality ar headphone pawa jai. Agula motew khub akta premium na normal. Build quality o average. Sound over boosted. Ar ato daam diye bangladesh a agula newar kono manei hoina,3
Apu gazipur sob chaye luxurious resort konta janaben urgent,2
Ahmed Rakib ato gula kotha bolar agey apni Sinopharm er vaccine tar efficacy deikhen Tailei apni bujhte parben,1
Vai 14 inch plus good looking ekta laptop er review suggestion den na. Cse er jonno plus moderate gaming er jonno with good battery life,2
Kau 15k taka diben,2
Apu istg tmk etto shundor lagtese in not even kidding,0
"Sobar mukhe suni common porce,asholei ki common pore! bangla common pai nai",1
Assalamualikum vai ami akta rgb table lamp banata cacchi onek kujakhuji kore kunu video pelam na apni judi akta video make koren onek upokar hoto,2
shundor hoise kintu.,0
Cigret camera kom dame thakle janan upokar hobe,2
Sir ami ajke ssc result aa 4. 61 paice ami ki samne medical aa porte parmo plz vaiya bolben,2
Vai 1500 er moddhe best neckband konta hbe?,2
Khub valo lagse kotha ta,0
Egulor cheye oraimo brand far better,3
Kapshi ae jonno video ta daklam ar ke,0
Anker charger asoleo valo ami lg velvet charge kori khuboi valo,0
Vaiya rochona thikthak likhle valo number pete hole koto page likhte hobe?,2
Full package ta koto nise apu plz aktu janaben,2
Sir bangla 2 nd mcq dorkar,0
Md Shoriful Islam vaccine nibar pore o to coronay akranto hoy. sSde-effect onek tahole vaccine niye lav ki,1
Vai gof ta soto koiren,2
Amar tirch tante hoy na dhorlei lomba hoye jai faijlami korlam keo serious diben na,2
Light er ato kharap obostha,1
Pdf pacchi na vaiya,1
Tawhid bangladesh next smith,0
J sob products use kore oigular list description a dile vdo ta r aktu better hoy,3
Vaia amra ki pabo na,2
Imran Hossain Taka thakleo Vaccine kena jaina age nijer baba ma bhaibonke bachiye pore onner jonno tora to shotru bhabish poschima deshguloke tader dane beche ashich ekhono eto jonmo dile shoyong allah sobar vacccine dite parbena71 sale chilo 75m ekhon 200m er kachakachi,0
5856 amar o khub kosto lagchilo. Next both are ok,3
Realme to apnar madar korbe,1
3milion hote basi dari hoynai aro ageye jan vai prise ta ami paye gale valo hoto amer phone valo na to,3
Ai team niya cup nibe,1
Onak comment jane na dakpa nake toba video valo selow onk kisu ganlam,0
Apur khawa dawa dakhe amaro khuda lage jay eto eto khao purai bhutki,1
Redmi 10 prime vs redmi 11 prime koren,2
The reason a750 90 degrees jai coz intel ekono arc control panel e fan rpm curve add koreni. Yt the guide follow kore custom fan curve add kore dilei 70 degress er modde hold kore rakte pare easily. Halka undervolt korle arro lower. A750 is unbeatable if you know how to tweak things,3
Ryzen5 5600g price koto,2
Z fold 4 kinlam r flip kinar icce nai,2
Asshole thakle valo hoto,2
I phone manei agun,0
darun lagteche sir,0
Sir cumilla bord er junno komon kisu bolle vlo hoto,0
Ami easyly dhukte parbo by copying key card finger brute 2 tai vulnerable,1
Apu amer request tah kkn hobe. Food hacks video kobe dibe?,2
Khule dekhan bhitore quality kemon,3
Bhai redmi 12 review plz,2
4star ekta batpar shop. Shob kichutei batpari korar try kore,1
Vai akta drone banaye dekhan,2
Tawhid uddin Afridi Vlog Kobe Ashbe? I Hope Afridi Answer Debe! I Hope Boom Hobe Fobana Vlog! By The Way Dighi Live Dekhse!,0
Oi malion reee bangla deshe jeno dhukte dia na hoi,1
Khub bhalo laglo specially chital peti ta. Gariahat e maity hotel e kheyechilam 2 bar chital peti kintu pice hotel gulo mach gulo ke eto beshi fry kore je macher taste ta ektu kom lage. R khabar video korar somoy ektu sabdhane khaben,0
Ajk faiza apu k ato beshi shundor lagchilo and also sadi vaiya keo mashaallah! taj mahal ar part ta onek valo laglo. For the first time sadi vaiya k romantic mood a deklam video te. Faiza apu tomar video onek din por ato enjoy korlam. Watching each scene so intently that i could not take my eyeball off even for a moment,0
